"recnum","fc_num","contact_date","sex","race","age","build","hair_style","complexion","ethnicity","otherclothing"
100057202,F180040521,2018-11-18 12:40:00,Male,Black,18,Thin,Short,Light,Hispanic Origin,"BLACK T-SHIRT, BLUE JEANS, BLACK SHOES"
100057261,F180040549,2018-11-19 19:40:00,Male,Black,27,Medium,,Dark Brown,Not of Hispanic Origin,
100057269,F180040546,2018-11-19 18:45:00,Male,Black,22,Thin,Long,Medium,Not of Hispanic Origin,
100057182,F180040508,2018-11-17 18:36:00,Male,Black,32,Medium,Short,Medium Brown,Not of Hispanic Origin,"GRAY HOODED COAT W/FAUX FUR AROUND THE HOOD, BLACK SWEATHSHIRT, BLACK PANTS"
100057403,F180040627,2018-11-25 14:00:00,Male,White,22,Small,Short,Light,Not of Hispanic Origin,"ROYAL BLUE SWEATER, DAERK PANTS,SNEAKERS"
100057317,F180040584,2018-11-21 17:21:00,Male,Black,17,Obese,,Dark Brown,Not of Hispanic Origin,
100057185,F180040507,2018-11-17 17:10:00,Male,Black,17,Obese,Short,Dark Brown,Not of Hispanic Origin,"BLUE HOODED COAT, CAMO CARGO PANTS"
100057375,F180040618,2018-11-25 00:24:00,Male,Black,21,Thin,,Light Brown,Not of Hispanic Origin,"RED CHICAGO BULLS HAT, BLACK NIKE HOODIE, BLUE JEANS, WHITE SNEAKERS"
100057287,F180040551,2018-11-19 20:00:00,Female,White,27,Medium,,Light,,BLACK JACKET BLUE JEANS
100057276,F180040560,2018-11-20 00:03:00,Male,Black,30,Thin,,Light Brown,Unknown,
100057517,F180040686,2018-11-24 00:28:00,Female,Black,25,Medium,,Light Brown,Unknown,
100057514,F180040685,2018-11-24 18:15:00,Female,Black,27,Thin,,Light Brown,Not of Hispanic Origin,
100057332,F180040600,2018-11-23 17:10:00,Female,White,21,Thin,Long,Light Brown,Not of Hispanic Origin,"WIHTE LONG WINTER COAT, BLACK JEANS, BOOTS"
100057179,F180040502,2018-11-17 16:56:00,Female,White,37,Medium,,Light,Not of Hispanic Origin,
100057174,F180040497,2018-11-17 02:45:00,Male,Black,18,,,,Not of Hispanic Origin,
100057262,F180040550,2018-11-19 19:15:00,Male,White,18,Thin,,Light,Not of Hispanic Origin,"BLACK SKULL CAP, BLACK JACKET WITH A BLACK HOOD, DARK COLORED JENAS, WHITE SNEAKERS."
100057189,F180040516,2018-11-18 00:45:00,Male,Black,47,Medium,,,,
100057433,F180040641,2018-11-25 21:21:00,Male,Black,33,Medium,Short,Light,Hispanic Origin,"BLACK HOODED SWEATSHIRT, FLANNEL SHIRT, BLUE JEANS"
100057328,F180040595,2018-11-23 11:26:00,Male,Black,32,Thin,,,Not of Hispanic Origin,"ORANGE VEST,BLACK JACKET,BLACK PANTS"
100057191,F180040513,2018-11-18 00:20:00,Male,Unknown,35,Medium,,Fair,Hispanic Origin,
100057216,F180040529,2018-11-18 21:39:00,Male,Black,49,Heavy,,Dark,,"FLIP FLOPS, BASKETBALL SHORTS AND JACKET"
100057303,F180040578,2018-11-21 00:40:00,Male,White,36,Medium,,Light,Not of Hispanic Origin,
100057254,F180040498,2018-11-17 12:15:00,Male,White,37,,,,,
100057519,F180040686,2018-11-24 00:28:00,Male,Black,29,Average,,Medium,Not of Hispanic Origin,
100057342,F180040592,2018-11-22 00:30:00,Male,Black,31,Medium,,Light Brown,Hispanic Origin,
100057323,F180040586,2018-11-21 17:45:00,Male,Black,30,Thin,Short,Medium Brown,Not of Hispanic Origin,"BLACK COAT WITH FUR AROUND THE HOOD, AND BLACK PANTS"
100057378,F180040618,2018-11-25 00:24:00,Male,Black,26,Small,,Light Brown,Not of Hispanic Origin,
100057231,F180040538,2018-11-18 22:18:00,Female,Black,23,Small,,Light Brown,Unknown,"WHITE COAT, BLACK JEANS"
100057521,F180040687,2018-11-23 19:32:00,Male,Black,40,Small,,Medium,,
100057296,F180040576,2018-11-20 19:30:00,Male,Black,44,Heavy,,Medium Brown,Unknown,
100057330,F180040599,2018-11-23 16:37:00,Male,Black,30,Medium,Short,Dark,Not of Hispanic Origin,"BLACK JACKET, BLACK SHIRT, BLACK PANTS"
100057292,F180040567,2018-11-20 13:38:00,Male,Black,25,Medium,,Medium Brown,Not of Hispanic Origin,
100057241,F180040536,2018-11-18 20:42:00,Male,Unknown,29,Small,,Medium Brown,,
100057520,F180040687,2018-11-23 19:32:00,Male,Black,26,Medium,Braids,Light Brown,Not of Hispanic Origin,
100057259,F180040549,2018-11-19 19:40:00,Male,Black,29,Stocky,,Medium Brown,Not of Hispanic Origin,
100057224,F180040535,2018-11-18 18:45:00,Male,Black,29,Stocky,,Medium Brown,Not of Hispanic Origin,
100057295,F180040493,2018-11-16 18:30:00,Male,Black,22,Medium,Short,Medium,Not of Hispanic Origin,"BLACK JACKET, BLUE JEANS,SNEAKERS"
100057283,F180040563,2018-11-20 02:14:00,Male,Black,30,Medium,Braids,Light,Unknown,
100057416,F180040623,2018-11-25 11:35:00,Female,Black,26,Medium,Straight,Light,Hispanic Origin,BROWN PUFFY JACKET W HOODIE
100057183,F180040508,2018-11-17 18:36:00,Male,Black,34,Heavy,Short,Medium,Not of Hispanic Origin,"BLACK JACKET WITH ORANGE TRIM, GRAY SWEATPANTS"
100057187,F180040505,2018-11-17 17:00:00,Male,Black,34,Heavy,Short,Medium,Not of Hispanic Origin,"BLACK JACKET W/ORANGE TRIM, GRAY SWEATPANTS"
100057264,F180040553,2018-11-19 18:30:00,Male,White,33,Stocky,Short,Medium,Hispanic Origin,"BLACK TSHIRT, BLUE JEANS, BLACK SNEAKERS"
100057337,F180040587,2018-11-21 19:07:00,Male,Black,25,Small,,Medium,Not of Hispanic Origin,
100057198,F180040514,2018-11-18 02:39:00,Male,Black,26,Medium,Braids,Medium,Unknown,"MAROON VARISTY LETTERMAN, BLUE JEANS, TIMBERLANDS"
100057415,F180040622,2018-11-25 09:40:00,Male,White,43,Stocky,Straight,Medium,Hispanic Origin,
100057376,F180040618,2018-11-25 00:24:00,Male,Black,25,Small,,Medium,Not of Hispanic Origin,
100057301,F180040578,2018-11-21 00:40:00,Male,Black,39,Unknown,,Dark,,
100057210,F180040519,2018-11-18 10:26:00,Male,Black,28,Medium,,Light Brown,Not of Hispanic Origin,
100057324,F180040585,2018-11-21 17:45:00,Male,Black,24,Small,Curly,Dark Brown,Not of Hispanic Origin,
,F180035905,2018-06-01 00:00:00,,,,,,,,
,F180036010,2018-06-05 21:20:00,,,,,,,,
,F180036027,2018-06-06 00:00:00,,,,,,,,
100050307,F180036050,2018-06-05 05:25:00,Male,Black,24,Small,,Light Brown,,"WHITE T-SHIRT, BLACK SWEATPANTS"
100050022,F180035946,2018-06-03 19:00:00,Male,Black,23,Thin,,Medium,Hispanic Origin,
100050032,F180035948,2018-06-02 19:45:00,Male,Black,23,Thin,,Medium,Hispanic Origin,
100049989,F180035941,2018-06-03 16:30:00,Male,Black,31,Small,,Medium Brown,Unknown,
100050063,F180035972,2018-06-04 22:25:00,Male,Black,20,Small,,Medium Brown,Not of Hispanic Origin,
100050300,F180036049,2018-06-05 17:20:00,Male,Black,19,Medium,,Medium Brown,Not of Hispanic Origin,"ORANGE HOODIE, BLACK JEANS"
100050026,F180035947,2018-06-03 18:45:00,Male,White,26,Medium,,Light,Hispanic Origin,
100050029,F180035948,2018-06-02 19:45:00,Male,White,26,Medium,,Light,Hispanic Origin,
100049985,F180035930,2018-06-02 19:20:00,Male,Black,24,Thin,Short,Medium,Unknown,"BLACK BALL CAP WITH US ARMY AND STAR ON FRONT, GRAY LONG SLEAVE SHIRT WITH THIN BLACK HORIZONTAL STRIPES BLACK PANTS, LIGHT GRAY ADDIDAS SNEAKERS."
100050233,F180036089,2018-06-05 18:30:00,Male,Unknown,26,Medium,,Medium,Hispanic Origin,
100050009,F180035940,2018-06-02 16:50:00,Male,Black,,Muscular,Short,Dark,Not of Hispanic Origin,"RED WORK T-SHIRT, BLUE JEANS"
100049918,F180035912,2018-06-01 13:25:00,Male,Black,,Muscular,Short,Dark,Not of Hispanic Origin,"GREEN POLO SHIRT, DARK COLORED BASEBALL HAT"
100050006,F180035951,2018-06-03 17:30:00,Male,Black,20,Thin,,Light Brown,Not of Hispanic Origin,
100049911,F180035897,2018-06-01 00:00:00,Male,White,18,Small,Short,Light Brown,Hispanic Origin,"BLACK SWEATER, BLACK BACK PACK"
100050309,F180036051,2018-06-05 05:35:00,Male,White,27,Average,,Light,Hispanic Origin,"BLACK HOODIE, BLUE JEANS"
100050028,F180035948,2018-06-02 19:45:00,Male,White,14,,,,,
100049996,F180035949,2018-06-03 18:15:00,Male,Unknown,36,,,,Not of Hispanic Origin,
100050082,F180035994,2018-06-05 14:30:00,Male,White,43,Medium,,Light,Hispanic Origin,"HAT, ROYAL BLUE RAIN JACKET, JEANS."
100050005,F180035940,2018-06-02 16:50:00,Male,Black,20,Thin,Braids,Medium Brown,Not of Hispanic Origin,"GRAY HOODED SWEATSHIRT, GREY SWEATPANTS"
100050010,F180035952,2018-06-02 15:38:00,Male,Black,26,Medium,Short,Light,Not of Hispanic Origin,"GRAY SWEATSHIRT, GRAY SWEATPANTS, TATTOO UNDER HIS RIGHT EYE"
100050090,F180035997,2018-06-05 13:00:00,Male,Black,26,Thin,Short,Black,Unknown,"BLUE BASEBALL CAP, BLUE JEAN JACKET, MUTIL COLORED SHIRT, BLUE JEANS"
100049912,F180035897,2018-06-01 00:00:00,Male,White,18,Medium,Straight,Light Brown,Hispanic Origin,"BLUE LONG SLEVE SHIRT, BLACK PACK"
100050035,F180035948,2018-06-02 19:45:00,Male,Black,20,Thin,,Dark Brown,Unknown,
100050018,F180035946,2018-06-03 19:00:00,Male,Black,20,Thin,,Dark Brown,Unknown,
100050232,F180036089,2018-06-05 18:30:00,Male,White,24,Medium,,Light Brown,Hispanic Origin,
100050086,F180035965,2018-06-04 17:29:00,Male,Black,22,Thin,,Light,Hispanic Origin,"GRAY LONG SLEEVE SHIRT, BLUE JEANS"
100049949,F180035916,2018-06-01 16:45:00,Male,Black,22,,,,,
100050066,F180035973,2018-06-04 23:09:00,Male,Black,23,Thin,,Medium Brown,Not of Hispanic Origin,
100050231,F180036089,2018-06-05 18:30:00,Female,White,37,,,,Hispanic Origin,
100049995,F180035949,2018-06-03 18:15:00,Male,Black,25,,,,Hispanic Origin,
100050096,F180035988,2018-06-05 09:37:00,Male,White,26,Medium,,,Not of Hispanic Origin,"BLACK HOODED SWEATSHIRT, DARK JEANS"
100049950,F180035916,2018-06-01 16:45:00,Male,Black,19,,,,Not of Hispanic Origin,
100049925,F180035901,2018-06-01 05:25:00,Male,White,38,Thin,,,Hispanic Origin,"BLUE BALL CAP, BLACK SHIRT, BACKPACK"
100050136,F180035999,2018-06-05 14:25:00,Male,Black,17,Medium,,Light Brown,Not of Hispanic Origin,"BLACK POLO SWEATSHIRT, BLACK RED SOX CAP, PURPLE WAVE CAP"
100050155,F180036040,2018-06-06 00:00:00,Female,Black,,Thin,Curly,Light Brown,Hispanic Origin,"BLUE CONTACTS, NOT REAL EYE COLOR, SHAVED SIDES OF HEAD WITH CURLY HAIR ON TOP, TATTOOS."
100049954,F180035922,2018-06-02 12:40:00,Male,Black,33,Muscular,Bald,Brown,Not of Hispanic Origin,"RED/YELLOW/GREEN PLAID LONG SLEEVE SHIRT, GRAY STRIPED DRESS PANTS WEARING NO SHOES.  BLACK GYM BAG CONTAINING CLOTHING AND BLACK/RED SNEAKERS. MALE ALSO HAD BEARD."
100050023,F180035947,2018-06-03 18:45:00,Male,Unknown,23,Average,,,Hispanic Origin,
100050030,F180035948,2018-06-02 19:45:00,Male,Unknown,23,Average,,,Hispanic Origin,
100050460,F180036120,2018-06-06 00:00:00,Male,White,22,Medium,,Light,Hispanic Origin,
100050069,F180035970,2018-06-04 19:00:00,Male,Black,29,Medium,,Medium,Not of Hispanic Origin,
100050011,F180035945,2018-06-03 19:53:00,Male,Black,29,Medium,,Medium,Not of Hispanic Origin,
100049955,F180035923,2018-06-02 00:00:00,Male,Black,19,Medium,,Medium,Not of Hispanic Origin,"BLACK FERRARI SHIRT, BLACK SHORTS, RED SNEAKERS."
100049944,F180035914,2018-06-01 15:30:00,Male,Black,19,Medium,,Medium,Not of Hispanic Origin,
100049945,F180035914,2018-06-01 15:30:00,Male,White,18,Thin,,Light,Not of Hispanic Origin,
100050453,F180036228,2018-06-01 09:15:00,Male,Black,50,Medium,Short,Medium,,"GREEN COAT, BLACK PANTS, BLACK SNEAKERS"
100049923,F180035912,2018-06-01 13:25:00,Male,Black,33,Stocky,Short,Medium Brown,Not of Hispanic Origin,"WHITE HAT, BLUE LETTERING BLUE BRIM, WHITE T-SHIRT, GRAY PANTS"
100050091,F180035977,2018-06-04 00:00:00,Male,Black,26,Muscular,Short,Medium Brown,Not of Hispanic Origin,"BLACK LONG-SLEEVE SHIRT, GRAY SWEATPANTS"
100050065,F180035968,2018-06-04 21:16:00,Male,Black,21,,,,,
100050056,F180035981,2018-06-05 04:00:00,Female,White,30,Thin,,Light,Unknown,"GREY HOODIE, GREY SWEATPANTS"
100050129,F180036007,2018-06-05 18:15:00,Male,Black,23,,,,Unknown,
100050093,F180035977,2018-06-04 00:00:00,Male,Black,37,Small,,Dark Brown,Unknown,
100050099,F180036016,2018-06-05 22:50:00,Male,White,28,Medium,,Light,Not of Hispanic Origin,"BLACK SHIRT, BLACK SHORTS"
100050450,F180036227,2018-06-01 09:15:00,Male,White,68,Heavy,Short,Light,,"WHITE SHIRT, BLUE JEANS, BLACK SNEAKERS"
100050067,F180035973,2018-06-04 23:09:00,Male,Black,29,Medium,,Medium Brown,Not of Hispanic Origin,
100050041,F180035955,2018-06-04 10:20:00,Male,Black,63,Heavy,,Dark Brown,,"WHITE HAT, BLUE/GRAY SHIRT, BLUE/GRAY PANTS, WHITE SNEAKERS"
100050070,F180035970,2018-06-04 19:00:00,Male,Black,38,Medium,,Medium,Unknown,
100049948,F180035916,2018-06-01 16:45:00,Male,Black,30,Small,,Medium Brown,Not of Hispanic Origin,
100049921,F180035912,2018-06-01 13:25:00,Male,Black,31,Stocky,Braids,Medium Brown,Not of Hispanic Origin,"BLACK SHIRT, BLACK PANTS"
100050120,F180036005,2018-06-05 18:30:00,Male,White,38,Medium,Short,Medium,Not of Hispanic Origin,"BLACK HOODIE, JEANS"
100050037,F180035956,2018-06-04 10:45:00,Male,White,28,Medium,,Light,,
100049924,F180035913,2018-06-01 15:30:00,Male,Black,21,Medium,,Medium Brown,Not of Hispanic Origin,
100049987,F180035937,2018-06-02 17:00:00,Male,Black,24,,,,Not of Hispanic Origin,
100050061,F180035968,2018-06-04 21:16:00,Male,Black,20,Medium,,,Not of Hispanic Origin,
100050075,F180035976,2018-06-05 01:02:00,Male,Black,23,Small,Braids,Medium,Hispanic Origin,DREADS HAIR STYLE
100050110,F180036014,2018-06-05 00:00:00,Male,Black,30,Medium,,Medium,Not of Hispanic Origin,
100050126,F180036013,2018-06-05 21:24:00,Male,Black,30,Medium,,Medium,Not of Hispanic Origin,"BLAVCK LEATHER ""MGM"" HAT BLACK T-SHIRT BLUE JEANS SITTING IN THE PASSENGER SEAT OF VEHICLE"
100050007,F180035940,2018-06-02 16:50:00,Male,Black,34,Heavy,Short,Medium,Not of Hispanic Origin,"METS SHIRT, JEANS"
100049920,F180035912,2018-06-01 13:25:00,Male,Black,34,Heavy,Short,Medium,Not of Hispanic Origin,"WHITE T-SHIRT, BLUE JEANS, BLUE AND WHITE SHOES"
100049990,F180035941,2018-06-03 16:30:00,Male,White,27,Small,,Medium,Not of Hispanic Origin,
100044565,F180032215,2018-01-02 18:30:00,Male,Black,30,,,,Unknown,
100044576,F180032217,2018-01-02 17:57:00,Male,Black,27,Small,,Light Brown,Not of Hispanic Origin,
100044646,F180032281,2018-01-08 18:10:00,Male,Black,50,Heavy,,Dark,Not of Hispanic Origin,
100044641,F180032278,2018-01-08 18:49:00,Male,White,35,Medium,,,Not of Hispanic Origin,
100044596,F180032254,2018-01-05 11:00:00,Male,Black,23,Thin,,Light Brown,,"CREAM/WHITE JACKET WITH BLACK SYMBOLS ON FRONT, BLACK HOODED SWEATSHIRT, BLACK PUMA SWEATPANTS WITH STRIPE, TIMBERLAND BOOTS"
100044595,F180032254,2018-01-05 11:00:00,Male,Black,19,Thin,,,,"LIGHT GREY WINTER JACKET,"
100044651,F180032287,2018-01-08 00:00:00,Male,Black,25,Medium,,Light Brown,,
100044600,F180032234,2018-01-03 19:30:00,Male,Black,18,Medium,,Light Brown,Not of Hispanic Origin,BLACK JACKET AND BLACK PANTS
100044554,F180032199,2018-01-01 00:00:00,Male,White,23,Thin,,Light,Not of Hispanic Origin,"BLUE JACKET WITH FUR HOOD, GREY HOODED SWEATSHIRT, BLACK SWEATPANTS AND BLACK SNEAKERS"
100044522,F180032195,2018-01-01 01:46:00,Male,Black,22,Medium,,Medium,Hispanic Origin,
100044603,F180032233,2018-01-03 20:00:00,Male,Black,16,Thin,Short,Medium,Not of Hispanic Origin,"GREEN BANDANA, MAROON JACKET, GREY SWEATPANTS"
100044630,F180032264,2018-01-08 01:25:00,Male,Black,19,,,,Not of Hispanic Origin,
100044633,F180032267,2018-01-08 00:00:00,Male,White,55,,,,,"BLACK KNIT MASK W/WHITE SKULL DESIGN ON FACE, BLACK VEST, GREY 1/4 ZIP FLEECE SWEATSHIRT, GREEN CARGO PANTS, YELLOW SOCKS, WHITE SNEAKERS        GREY HAIR, HEAVY BUILD"
100044575,F180032222,2018-01-02 02:15:00,Male,White,30,Thin,Short,,Not of Hispanic Origin,"BLK SHIRT,JEANS, BLK SNEAKERS"
100044528,F180032203,2018-01-01 21:35:00,Male,Black,22,Thin,,Medium,Not of Hispanic Origin,"BLACK HAT ""RIP DEE LEE"" GREEN JACKET,  BLACK SWEAT PANTS"
100044553,F180032196,2018-01-01 00:57:00,Male,White,23,Thin,,Light,Hispanic Origin,"BLACK BUTTON DOWN, KHAKI PANTS"
100044555,F180032196,2018-01-01 00:57:00,Male,Black,23,Muscular,,Light Brown,Unknown,"BLACK JACKET, GRAY SHIRT, BLACK PANTS"
100044635,F180032272,2018-01-08 15:20:00,Male,Black,29,,,,,
100044644,F180032276,2018-01-08 18:20:00,Male,White,13,,,,,
100044632,F180032261,2018-01-07 08:25:00,Male,Black,33,Average,Short,Medium Brown,Hispanic Origin,"DARK GREY COAT, BLUE JEANS, FADED BLACK SNEAKERS"
100044631,F180032266,2018-01-08 08:40:00,Male,White,44,Thin,Short,,Not of Hispanic Origin,"BLUE SWEATSHIRT, BLUE JEANS, BLACK SHOES"
100044626,F180032263,2018-01-07 18:00:00,Male,Black,26,,,,,"GRY SWEATER, BLK  COAT, BLUE JEANS."
100044622,F180032256,2018-01-06 17:43:00,Male,Black,23,Average,Braids,,Unknown,"BLACK HOODED SWEATSHIRT, BLUE JEANS"
100044620,F180032256,2018-01-06 17:43:00,Male,Black,23,Thin,Short,,Unknown,"BLACK HOODED SWEATSHIRT, JEANS"
100044619,F180032256,2018-01-06 17:43:00,Female,Black,22,Average,Braids,,Unknown,"GREEN JACKET, BLUE JEANS"
100044617,F180032255,2018-01-06 11:00:00,Male,Black,25,Stocky,Short,Light Brown,Unknown,
100044616,F180032250,2018-01-05 08:17:00,Male,Black,40,Heavy,Short,Medium Brown,Not of Hispanic Origin,"TAN JACKET, BLACK AND BROWN HOODED SWEATSHIRT, BLACK T-SHIRT, BLUE JEANS, TAN WORK BOOTS"
100044614,F180032246,2018-01-03 15:00:00,Male,Black,19,Thin,Short,Dark Brown,Not of Hispanic Origin,"GREEN JACKET, BLACK SWEATSHIRT, GRAY SWEATPANTS, WHITE SNEAKERS"
100044613,F180032259,2018-01-07 00:00:00,Male,Black,25,,,Dark Brown,Not of Hispanic Origin,
100044612,F180032258,2018-01-07 04:20:00,Male,White,41,Small,,Light,Not of Hispanic Origin,"BLUE PUFFY COAT, DARK GREEN SWEATSHIRT, BLUE JEANS, BLK BOOTS"
100044611,F180032257,2018-01-06 08:15:00,Male,White,50,,,,,"MULTIPLE LAYERS, KNIT HAT, NAVY JACKET, GRAY HOODIE, BLUE JEANS, WHITE NIKE HIGH TOPS"
100044610,F180032248,2018-01-05 02:45:00,Male,White,34,,,,,"BLACK JACKET, GREEN CELTICS JERSEY, BLUE JEANS, BLACK SHOES"
100044606,F180032253,2018-01-05 13:20:00,Male,Black,49,,,,,
100044605,F180032253,2018-01-05 13:20:00,Female,Black,51,,,,Not of Hispanic Origin,
100044602,F180032233,2018-01-03 20:00:00,Male,Black,16,Medium,Short,Dark,,"BLUE HOODIE, DARK SWEATPANTS"
